13950
AIRLINE	FLIGHT_NUMBER	ORIGIN_AIRPORT	DESTINATION_AIRPORT	SCHEDULED_DEPARTURE	SCHEDULED_ARRIVAL	DISTANCE
WN	1170	FLL	LAS	640	910	2173
AS	569	LAX	PDX	640	910	834
AS	560	SEA	PSP	640	912	987
DL	2276	MCO	LGA	640	913	950
DL	2135	TPA	LGA	640	914	1010
AA	1562	RIC	DFW	640	920	1158
UA	1748	ORD	EWR	640	945	719
NK	417	DTW	FLL	640	946	1127
NK	705	LGA	FLL	640	946	1076
WN	795	AUS	ATL	640	950	813
AA	2476	BDL	MIA	640	1006	1194
WN	890	PHX	MDW	640	1055	1444
AS	662	SEA	DFW	640	1222	1660
DL	2566	SFO	MSP	640	1228	1589
UA	1284	LAS	EWR	640	1429	2227
OO	5291	GCC	DEN	642	829	313
UA	536	LAX	IAH	644	1201	1379
OO	6523	PHX	LAX	645	721	370
EV	6042	LNK	DEN	645	724	423
UA	792	BUF	ORD	645	731	473
B6	318	JFK	BOS	645	756	187
WN	2599	LIT	DAL	645	800	296
VX	922	SFO	LAX	645	805	337
DL	765	PIT	MSP	645	819	726
AA	323	DFW	STL	645	820	550
MQ	2965	SGF	DFW	645	820	364
OO	6502	SNA	SFO	645	820	372
NK	725	MCI	IAH	645	835	643
DL	827	FLL	ATL	645	839	581
OO	6262	GTF	DEN	645	842	624
MQ	3431	COU	DFW	645	845	489
DL	886	ATL	LGA	645	853	762
DL	1135	BHM	ATL	645	854	134
OO	4811	BNA	CVG	645	857	230
DL	1324	BNA	ATL	645	859	214
AA	2395	BHM	DFW	645	900	597
AA	1449	FLL	DFW	645	900	1119
WN	3213	DAL	MDW	645	905	793
B6	1137	BOS	DTW	645	910	632
MQ	3009	CMI	DFW	645	910	693
US	593	SNA	PHX	645	911	338
AA	2326	MIA	DCA	645	915	919
NK	301	BWI	FLL	645	922	925
EV	4438	HOB	IAH	645	922	501
F9	782	LAS	DEN	645	934	628
F9	110	DEN	MSP	645	940	680
WN	4563	OKC	ATL	645	950	761
WN	3739	ALB	MCO	645	1000	1073
AA	1107	LGA	DFW	645	1000	1389
AA	1283	BNA	MIA	645	1005	806
DL	716	OMA	ATL	645	1009	821
WN	2199	MHT	MCO	645	1010	1142
F9	268	SNA	DEN	645	1010	846
WN	1188	SAT	BWI	645	1050	1407
AA	1287	MSP	MIA	645	1130	1501
AA	1300	SNA	DFW	645	1150	1205
UA	259	SNA	IAH	645	1205	1346
AA	1234	LAS	ORD	645	1215	1514
DL	860	SNA	MSP	645	1230	1522
DL	801	SNA	ATL	645	1401	1919
DL	246	SAN	JFK	645	1459	2446
OO	4974	ATL	IAH	646	802	689
OO	7385	EKO	SLC	646	850	200
HA	338	HNL	KOA	647	729	163
B6	1208	IAD	JFK	647	800	228
OO	6291	FAT	SFO	648	755	158
DL	1212	LAX	MSP	649	1227	1535
OO	5428	HYS	DEN	650	704	298
AA	1595	AUS	DFW	650	755	190
DL	1085	AVL	ATL	650	755	164
UA	284	PHX	SFO	650	804	651
AA	338	LAX	SFO	650	810	337
B6	148	LGB	OAK	650	812	353
MQ	3419	LFT	DFW	650	815	351
US	1866	PIT	CLT	650	829	366
MQ	3268	SUX	ORD	650	830	436
AA	1371	MEM	DFW	650	835	432
EV	6175	BNA	ORD	650	840	409
AS	805	SEA	SMF	650	840	605
MQ	3294	XNA	ORD	650	840	522
AS	321	SJC	SEA	650	854	697
DL	2512	HSV	ATL	650	858	151
AA	2429	CLE	DFW	650	905	1021
MQ	2973	GRR	DFW	650	905	931
AS	629	LAS	PDX	650	906	763
AS	582	PDX	SNA	650	909	859
UA	1291	FLL	ORD	650	912	1182
WN	739	MSY	ATL	650	915	425
MQ	3082	SAF	DFW	650	925	551
WN	985	BWI	MCO	650	930	787
WN	2964	PHX	DAL	650	1000	879
AA	2226	DFW	TPA	650	1005	929
US	408	PHL	PHX	650	1015	2075
AA	1318	BOS	DFW	650	1030	1562
US	2071	MSP	CLT	650	1030	930
NK	729	ORD	TPA	650	1033	1012
OO	5536	PSP	IAH	650	1148	1269
AA	2424	LAX	DFW	650	1150	1235
DL	476	LAX	JFK	650	1509	2475
HA	332	HNL	ITO	651	741	216
UA	464	BOS	EWR	651	817	200
NK	111	DTW	LAS	652	825	1749
AA	1101	JFK	MIA	652	1010	1089
UA	1077	EWR	MIA	653	951	1085
UA	1510	SAN	IAH	653	1201	1303
UA	204	DFW	IAH	654	803	224
EV	3924	MFE	IAH	655	809	316
AA	367	TUL	DFW	655	810	237
US	773	RIC	CLT	655	812	257
AA	2401	DFW	LAX	655	820	1235
DL	1818	ATL	MCO	655	822	404
DL	1071	MKE	MSP	655	825	297
F9	907	TTN	RDU	655	828	373
B6	2702	JFK	BUF	655	829	301
WN	537	MCO	ATL	655	830	404
DL	1651	MSP	LAS	655	833	1299
US	1960	TPA	CLT	655	835	507
WN	707	CAK	ATL	655	855	528
B6	2324	MCO	DCA	655	859	759
MQ	3110	HSV	ORD	655	905	510
AA	299	MIA	DEN	655	922	1709
UA	670	TPA	EWR	655	930	997
AA	1373	BWI	DFW	655	935	1217
WN	897	ABQ	DAL	655	940	580
WN	4120	PHL	LAS	655	940	2176
WN	969	PHL	FLL	655	945	992
WN	753	PVD	FLL	655	1015	1188
MQ	3188	ABQ	ORD	655	1030	1118
MQ	3063	ELP	ORD	655	1050	1236
AA	1104	DFW	LGA	655	1105	1389
DL	2090	PDX	MSP	655	1218	1426
AA	222	LAX	BOS	655	1515	2611
B6	16	SFO	JFK	655	1517	2586
UA	821	RDU	SFO	657	958	2400
US	823	DCA	CLT	659	828	331
OO	6618	PSP	PHX	659	907	261
UA	1052	MCO	EWR	659	931	937
DL	1547	LGA	ATL	659	943	762
AA	1553	DCA	MIA	659	944	919
B6	453	JFK	PBI	659	1002	1028
UA	312	EWR	LAX	659	1025	2454
B6	15	JFK	SFO	659	1043	2586
EV	4513	CLE	ORD	700	733	315
OO	5366	DVL	JMS	700	738	83
HA	217	KOA	HNL	700	742	163
AS	415	PDX	SEA	700	750	129
MQ	2852	GRK	DFW	700	755	134
NK	198	FLL	MCO	700	757	177
OO	6194	ASE	DEN	700	759	125
OO	4623	SEA	PDX	700	800	129
EV	4524	LFT	IAH	700	805	201
AS	722	SLC	LAX	700	805	590
MQ	3362	DFW	MAF	700	808	309
US	461	ATL	CLT	700	812	226
EV	5423	CID	MSP	700	819	220
NK	193	IAH	LAS	700	820	1222
VX	897	LAS	SFO	700	825	414
OO	6272	BUR	SFO	700	826	326
US	852	JAX	CLT	700	827	328
OO	5471	RKS	DEN	700	827	260
EV	4987	ROC	LGA	700	827	254
DL	1280	DAB	ATL	700	828	366
WN	390	MSP	MDW	700	835	349
AS	311	PSP	SFO	700	835	421
US	1978	IND	CLT	700	838	427
OO	5632	SBA	SFO	700	838	262
UA	356	ALB	ORD	700	839	723
UA	463	LGA	ORD	700	839	733
AA	309	DFW	BNA	700	840	631
US	1722	CLE	CLT	700	843	430
AA	315	LGA	ORD	700	845	733
AS	39	MSP	SEA	700	845	1399
AS	405	SJC	PDX	700	845	569
NK	231	ATL	FLL	700	848	581
MQ	2841	DFW	DSM	700	848	624
AS	663	PHX	PDX	700	848	1009
DL	1305	PBI	ATL	700	849	545
B6	2784	RDU	BOS	700	849	612
US	568	SLC	PHX	700	849	507
AA	1699	TPA	DFW	700	850	929
B6	289	BOS	DCA	700	851	399
AA	17	ATL	MIA	700	852	594
UA	392	PDX	SFO	700	853	550
OO	7382	CPR	SLC	700	854	320
AA	1461	DAY	DFW	700	855	861
MQ	3051	HPN	ORD	700	855	738
EV	5755	PVD	ORD	700	856	849
UA	521	BOS	ORD	700	858	867
AA	1273	MIA	IAH	700	858	964
US	1877	CLT	MIA	700	859	650
DL	1183	ORF	ATL	700	900	516
WN	921	SAT	BNA	700	900	822
AS	313	SFO	SEA	700	900	679
AA	1247	BOS	ORD	700	905	867
DL	2180	CLE	ATL	700	905	554
DL	872	DCA	ATL	700	906	547
US	590	BOI	PHX	700	908	735
MQ	2871	PNS	DFW	700	910	604
F9	681	MCO	DEN	700	913	1546
B6	1121	PDX	LGB	700	916	846
B6	723	DCA	MCO	700	923	759
MQ	2991	BMI	DFW	700	925	690
AA	204	MIA	LAS	700	928	2174
AS	531	BUR	SEA	700	930	937
WN	369	BWI	LAS	700	930	2106
WN	1019	DCA	DAL	700	930	1184
UA	1697	EWR	DEN	700	930	1605
NK	183	LBE	RSW	700	930	956
WN	2511	MDW	DAL	700	930	793
WN	443	PIT	MCO	700	930	834
DL	364	SEA	LAX	700	933	954
AS	615	LAS	SEA	700	934	867
DL	1971	MSP	PHX	700	934	1276
AA	1529	MCO	LAX	700	935	2218
EV	4871	SHV	ATL	700	939	551
WN	309	BWI	HOU	700	940	1246
WN	4635	CLE	PHX	700	940	1737
AS	466	SEA	LAX	700	945	954
NK	259	ACY	FLL	700	948	977
DL	2351	PBI	LGA	700	948	1035
B6	2007	PIT	FLL	700	948	994
DL	2123	RSW	LGA	700	949	1080
F9	1120	CLE	RSW	700	950	1025
AS	445	LAX	SEA	700	950	954
F9	1061	ORD	PHX	700	950	1440
OO	3479	SAN	SLC	700	950	626
DL	1498	FLL	LGA	700	954	1076
DL	2151	MIA	LGA	700	959	1096
UA	1195	MCO	SFO	700	1000	2446
AS	519	SNA	SEA	700	1000	978
UA	417	EWR	TPA	700	1001	997
US	424	ORD	PHX	700	1003	1440
NK	610	FLL	BOS	700	1004	1237
AA	1513	DFW	ATL	700	1005	731
WN	194	ISP	FLL	700	1005	1092
AA	2393	JFK	MCO	700	1005	944
B6	1109	BOS	JAX	700	1008	1010
DL	2539	MKE	ATL	700	1008	669
DL	2017	LGA	PBI	700	1009	1035
WN	2373	HOU	MCO	700	1010	849
AA	1648	TUS	DFW	700	1010	813
AS	17	EWR	SEA	700	1011	2402
AA	1582	MIA	BOS	700	1013	1258
WN	473	BUF	FLL	700	1015	1165
AA	2451	LGA	MIA	700	1017	1096
US	621	DCA	PHX	700	1020	1979
AA	9	JFK	LAX	700	1020	2475
US	1961	IAH	CLT	700	1022	912
UA	795	SNA	DEN	700	1022	846
MQ	3024	GJT	DFW	700	1025	773
VX	399	JFK	LAX	700	1025	2475
US	2064	DFW	CLT	700	1028	936
AA	1354	DFW	MCO	700	1030	985
UA	514	BOS	IAH	700	1033	1597
AA	201	BOS	LAX	700	1035	2611
B6	619	BOS	SAN	700	1036	2588
B6	1031	BOS	HOU	700	1036	1609
DL	424	JFK	LAX	700	1040	2475
AA	2291	DFW	MIA	700	1043	1121
DL	46	JFK	SFO	700	1043	2586
DL	1440	SLC	MSP	700	1043	991
AS	883	OAK	LIH	700	1044	2457
WN	767	MDW	TPA	700	1045	997
B6	1039	BOS	AUS	700	1055	1698
AS	847	SAN	OGG	700	1057	2541
AS	833	PDX	HNL	700	1110	2603
OO	6225	BOI	ORD	700	1129	1437
AS	112	ANC	SEA	700	1130	1448
DL	1925	MSP	RSW	700	1130	1416
AA	1258	LAS	DFW	700	1145	1055
DL	1894	MSP	MIA	700	1146	1501
DL	2365	JFK	SJU	700	1150	1598
AA	1242	FAT	DFW	700	1215	1313
DL	1453	SEA	MSP	700	1216	1399
F9	676	DEN	MCO	700	1225	1546
AA	1507	SEA	DFW	700	1250	1660
UA	1027	SFO	IAH	700	1252	1635
DL	822	SEA	DTW	700	1415	1927
DL	1506	LAX	DTW	700	1427	1979
DL	854	SFO	DTW	700	1433	2079
DL	1795	LAS	JFK	700	1445	2248
DL	400	PDX	JFK	700	1513	2454
B6	288	LAX	BOS	700	1519	2611
AA	68	SFO	MIA	700	1524	2585
AA	118	LAX	JFK	700	1525	2475
UA	736	SFO	EWR	700	1526	2565
OO	5633	COS	DEN	701	753	73
AA	130	MIA	TPA	702	806	204
EV	4221	BTR	IAH	702	815	253
UA	1441	MSY	IAH	702	820	305
UA	296	ORD	DEN	702	847	888
UA	1764	CLE	RSW	702	1000	1025
UA	656	PHX	ORD	702	1121	1440
EV	6159	BTV	ORD	704	840	763
NK	410	FLL	BWI	704	929	925
OO	6382	SFO	BOI	704	946	522
WN	552	SAT	ELP	705	740	496
MQ	2908	ABI	DFW	705	800	158
B6	279	LAS	LGB	705	810	231
AA	1022	OKC	DFW	705	810	175
US	445	RDU	CLT	705	810	130
B6	1016	FLL	JAX	705	823	319
B6	366	LGB	SMF	705	830	387
OO	2582	SJC	LAX	705	830	308
WN	665	DAL	STL	705	840	546
AA	2281	IND	DFW	705	840	761
WN	1912	TUS	DEN	705	855	639
AA	2434	CMH	DFW	705	910	926
MQ	3615	FAR	ORD	705	910	557
WN	2041	MCO	LAS	705	920	2039
OO	2585	EUG	LAX	705	925	748
WN	3239	TPA	BWI	705	925	842
WN	1432	CMH	TPA	705	930	829
EV	2539	FSD	DFW	705	930	737
WN	1108	BWI	FLL	705	940	925
WN	323	FLL	BWI	705	940	925
DL	1080	STL	ATL	705	944	484
DL	1614	LIT	ATL	705	945	453
UA	761	ORD	SFO	705	945	1846
AA	1099	ORF	DFW	705	945	1212
DL	2511	MSP	TUS	705	946	1298
AA	1232	MIA	LAX	705	948	2342
AA	1260	MIA	JFK	705	953	1089
OO	6466	LAX	SLC	705	956	590
US	556	MKE	PHX	705	1010	1460
US	605	BWI	PHX	705	1016	1999
WN	2851	BDL	FLL	705	1020	1173
DL	1879	LGA	FLL	705	1024	1076
DL	2003	LGA	MIA	705	1025	1096
WN	4649	MDW	MCO	705	1050	990
DL	1996	MSP	LGA	705	1051	1020
WN	1863	DAL	BWI	705	1055	1209
AA	1564	PHX	ORD	705	1125	1440
AA	70	SAN	DFW	705	1205	1171
WN	893	OAK	HOU	705	1245	1642
DL	2412	SLC	ATL	705	1247	1590
AA	86	PDX	ORD	705	1300	1739
DL	2109	SAN	DTW	705	1424	1956
DL	2054	SEA	JFK	705	1517	2422
UA	1660	SNA	EWR	705	1524	2434
VX	12	SFO	JFK	705	1534	2586
HA	110	LIH	HNL	706	738	102
B6	2101	BUF	JFK	706	838	301
EV	4197	SHV	IAH	708	810	192
B6	2084	MCO	JFK	708	935	944
HA	285	OGG	HNL	709	744	100
B6	52	MCO	BOS	709	955	1121
EV	5920	TVC	ORD	710	730	224
AA	2310	DFW	DEN	710	815	641
WN	494	LAS	SNA	710	815	226
MQ	2930	ALO	ORD	710	830	234
MQ	3617	TLH	MIA	710	833	402
US	1956	ORF	CLT	710	840	290
DL	2067	CMH	ATL	710	851	447
DL	2315	CVG	ATL	710	852	373
AS	55	ANC	SCC	710	856	627
UA	1556	PHX	DEN	710	857	602
WN	235	CAK	BOS	710	900	549
DL	1575	IND	ATL	710	903	432
F9	721	DCA	DEN	710	914	1476
AS	530	SEA	ONT	710	934	956
NK	650	TPA	DTW	710	943	983
WN	3835	CMH	RSW	710	950	930
US	493	PIT	PHX	710	1004	1814
US	561	MCO	PHX	710	1008	1849
DL	987	PHL	SLC	710	1023	1927
AA	1624	PHX	DFW	710	1030	868
B6	2191	BOS	TPA	710	1045	1185
UA	405	LAX	HNL	710	1100	2556
OO	5240	ASE	ORD	710	1105	1013
WN	617	AUS	BWI	710	1115	1342
WN	2303	DAL	LGA	710	1125	1381
WN	435	SAN	DAL	710	1200	1182
UA	112	LAS	IAH	710	1209	1222
AA	1482	SFO	DFW	710	1240	1464
WN	691	ONT	MDW	710	1300	1706
UA	200	GUM	HNL	710	1820	3801
EV	4510	RIC	EWR	711	829	277
DL	2020	MEM	LAX	711	935	1619
B6	217	AUS	LGB	712	825	1226
NK	604	FLL	LGA	712	1000	1076
HA	156	HNL	OGG	713	749	100
AA	1506	MIA	SJU	713	1046	1045
DL	1550	LAS	MSP	713	1220	1299
B6	3	JFK	SJU	714	1207	1598
OO	2596	TUS	LAX	715	755	451
OO	7414	IMT	RHI	715	805	67
WN	406	DCA	BNA	715	815	562
OO	5316	MRY	LAX	715	825	266
UA	1058	BWI	ORD	715	828	622
OO	5173	ASE	LAX	715	834	737
DL	1415	CLT	ATL	715	835	226
WN	205	SAN	SJC	715	835	417
MQ	2885	XNA	DFW	715	835	280
NK	867	DFW	LAX	715	836	1235
AA	1403	AUS	LAX	715	840	1242
F9	1308	IAD	CVG	715	850	388
WN	4323	CMH	LAS	715	855	1771
DL	1482	RDU	ATL	715	859	356
WN	303	STL	LAS	715	900	1371
EV	5242	CLE	LGA	715	901	419
UA	833	BOI	DEN	715	903	649
WN	963	MCO	MDW	715	915	990
MQ	3446	MHK	ORD	715	915	501
B6	111	BOS	ORD	715	917	867
AS	367	SMF	SEA	715	920	605
EV	4134	MCI	IAH	715	930	643
F9	1046	MCO	MDT	715	932	851
AA	61	MIA	DFW	715	934	1121
UA	706	SEA	SFO	715	934	679
WN	178	BNA	LAS	715	935	1587
AA	1254	MIA	ORD	715	939	1197
DL	2124	MSY	ATL	715	942	425
WN	752	HOU	MDW	715	945	937
B6	394	MCO	HPN	715	948	972
UA	300	CLE	SFO	715	950	2161
UA	230	IAH	ORD	715	958	925
AA	1011	ELP	DFW	715	1000	551
UA	1463	PBI	EWR	715	1005	1023
US	821	MSY	CLT	715	1007	651
B6	22	PBI	BOS	715	1009	1197
AA	1133	MIA	LGA	715	1010	1096
DL	1092	MEM	MCO	715	1018	684
WN	531	ISP	PBI	715	1020	1052
DL	1501	BOS	ATL	715	1024	946
AA	167	MIA	SFO	715	1030	2585
EV	4614	IAH	CLT	715	1038	912
AA	1159	DFW	RDU	715	1045	1061
AA	2245	DFW	FLL	715	1055	1119
WN	322	SEA	PHX	715	1100	1107
AA	1412	ONT	DFW	715	1210	1188
B6	907	BOS	STT	715	1220	1693
AA	1174	RNO	DFW	715	1235	1345
WN	1636	PHX	ATL	715	1240	1587
DL	1446	PHX	ATL	715	1241	1587
DL	1994	PHX	JFK	715	1350	2153
DL	1553	LAS	ATL	715	1400	1747
US	748	SFO	CLT	715	1507	2296
AA	236	SEA	JFK	715	1530	2422
OO	5441	SFO	SBP	716	825	190
UA	406	EWR	PBI	716	1011	1023
EV	4456	CRP	IAH	717	813	201
B6	972	FLL	LGA	717	1000	1076
DL	303	MCO	SLC	717	1018	1931
UA	360	BZN	DEN	718	901	524
B6	901	JFK	FLL	718	1037	1069
OO	5299	ORD	MKE	719	807	67
HA	201	ITO	HNL	719	809	216
EV	4865	MAF	IAH	719	843	429
NK	939	DTW	IAH	719	936	1075
AA	1650	MIA	MCO	720	825	192
MQ	2795	DFW	HOU	720	828	247
AA	1206	SAT	DFW	720	830	247
MQ	2946	LCH	DFW	720	835	295
EV	5347	CLE	MSP	720	840	622
OO	6200	ORF	ORD	720	840	717
WN	320	SFO	LAS	720	850	414
AS	61	SEA	JNU	720	905	909
MQ	2906	LIT	ORD	720	920	552
WN	938	PDX	LAS	720	925	763
AS	222	SEA	SFO	720	929	679
UA	1531	IAH	SFO	720	934	1635
DL	2499	ATL	SLC	720	940	1590
DL	1502	CVG	TPA	720	941	773
UA	661	ORD	LAX	720	950	1744
AA	1552	BWI	MIA	720	1004	946
AA	1173	IAD	MIA	720	1006	921
DL	1054	BDL	ATL	720	1012	859
US	495	TPA	PHX	720	1012	1788
DL	1788	PDX	SLC	720	1013	630
MQ	3307	BIS	DFW	720	1015	977
WN	748	MKE	ATL	720	1015	669
AA	1614	MIA	EWR	720	1016	1085
EV	4546	ORD	RIC	720	1017	642
WN	19	LGA	DAL	720	1025	1381
MQ	3491	DFW	CVG	720	1028	812
NK	832	IAH	MCO	720	1030	854
DL	1394	DEN	MSP	720	1031	680
WN	3383	ALB	FLL	720	1040	1204
AA	2358	BDL	DFW	720	1040	1471
WN	118	PVD	TPA	720	1040	1136
B6	959	BDL	FLL	720	1042	1173
AS	865	OAK	OGG	720	1049	2349
EV	6189	IAH	CMH	720	1054	986
WN	1329	MCI	MCO	720	1100	1072
EV	5466	IAH	DTW	720	1107	1075
UA	407	IAH	BWI	720	1116	1235
AA	1053	DFW	PHL	720	1125	1303
AS	855	PDX	KOA	720	1133	2607
AA	2426	LAX	DFW	720	1220	1235
WN	530	LAX	BNA	720	1310	1797
UA	616	SFO	ORD	720	1337	1846
AA	24	SFO	JFK	720	1600	2586
OO	5377	LAX	CLD	721	806	86
EV	5987	TYS	ORD	721	810	475
HA	122	HNL	ITO	721	811	216
EV	6036	ELP	DEN	721	915	563
AS	60	JNU	KTN	723	830	234
UA	649	LAS	DEN	723	1019	628
UA	1494	EWR	IAH	724	1016	1400
OO	7423	BRD	MSP	725	812	114
OO	2605	SLC	LAX	725	830	590
AA	1383	DFW	IAH	725	835	224
MQ	3452	GNV	MIA	725	838	294
MQ	2760	DBQ	ORD	725	840	147
WN	317	ATL	DAL	725	845	721
EV	2563	DFW	CRP	725	845	354
MQ	3040	GCK	DFW	725	850	404
UA	268	JAC	DEN	725	908	406
EV	2572	MEI	DFW	725	915	485
WN	1954	FLL	ATL	725	920	581
OO	6424	TUS	DEN	725	925	639
AS	244	PDX	SFO	725	929	550
NK	313	DTW	DFW	725	930	986
WN	375	RIC	MCO	725	930	667
DL	1260	ATL	BDL	725	940	859
AA	2357	BNA	DFW	725	940	631
WN	1361	PHL	ATL	725	940	666
AS	612	SEA	LAS	725	946	867
F9	1290	CVG	FLL	725	955	932
AA	1209	TPA	LAX	725	955	2158
US	503	CMH	PHX	725	959	1670
US	531	DTW	PHX	725	1002	1671
NK	731	ORD	LAX	725	1002	1744
WN	2584	BDL	DEN	725	1005	1671
AA	1184	ABQ	DFW	725	1015	569
WN	1363	PIT	RSW	725	1015	966
DL	342	FLL	MSP	725	1016	1487
US	1967	ORD	CLT	725	1024	599
DL	810	IAH	ATL	725	1026	689
UA	1701	EWR	FLL	725	1034	1065
B6	1465	BUF	FLL	725	1047	1165
EV	2502	RAP	DFW	725	1055	835
AS	634	SEA	PHX	725	1111	1107
UA	357	IAH	IAD	725	1119	1190
OO	4682	SAT	DTW	725	1121	1214
WN	769	DEN	CAK	725	1210	1224
AA	1198	PSP	DFW	725	1210	1126
UA	316	PHX	IAD	725	1333	1956
AA	46	SJC	ORD	725	1340	1829
UA	72	HNL	SFO	725	1435	2398
HA	123	HNL	LIH	726	803	102
UA	1174	MCO	CLE	726	953	895
EV	4709	IAH	GPT	727	842	376
EV	5908	DIK	DEN	727	920	488
UA	1294	IAH	MCO	727	1045	854
UA	1146	IAH	EWR	727	1158	1400
EV	5330	BTV	LGA	728	900	258
B6	326	TPA	JFK	728	959	1005
UA	1169	IAH	LAX	729	923	1379
UA	1746	ATL	SFO	729	1004	2139
OO	4738	BNA	SLC	729	1024	1404
B6	683	JFK	MCO	729	1026	944
UA	1522	LGA	IAH	729	1032	1416
B6	1717	LGA	TPA	729	1034	1010
HA	118	HNL	KOA	730	813	163
OO	5470	SFO	SMF	730	818	86
AA	1499	DFW	LAS	730	825	1055
MQ	3286	DFW	SHV	730	828	190
AA	1695	MCO	MIA	730	832	192
WN	713	LAS	BUR	730	835	223
EV	4883	CAE	ATL	730	840	192
AA	84	JFK	BOS	730	840	187
MQ	3170	CMI	ORD	730	845	135
DL	1836	CHS	ATL	730	847	259
EV	5948	AVP	ORD	730	850	632
AA	1199	STL	ORD	730	850	258
OO	7376	BTM	SLC	730	852	358
UA	1751	PHL	ORD	730	852	678
MQ	3278	DFW	BTR	730	853	383
AA	76	SFO	LAX	730	855	337
DL	341	GSO	ATL	730	858	306
AA	1284	DFW	MCI	730	900	460
DL	2171	SDF	ATL	730	902	321
EV	3259	HPN	ORD	730	904	738
US	1913	CLT	PHL	730	905	449
OO	4654	HLN	SLC	730	905	402
UA	1126	IAH	DEN	730	905	862
MQ	2807	SGF	DFW	730	905	364
OO	6537	SLC	DEN	730	906	391
EV	4432	LBB	IAH	730	907	458
OO	4795	OKC	SLC	730	917	866
MQ	3672	COU	ORD	730	920	315
MQ	3098	SGF	ORD	730	920	438
WN	923	SJU	FLL	730	920	1046
DL	2103	ATL	MIA	730	926	594
OO	6344	DFW	SFO	730	939	1464
OO	2593	RDM	LAX	730	940	726
NK	469	FLL	DFW	730	942	1119
DL	1078	PNS	ATL	730	943	271
MQ	3197	CID	DFW	730	945	685
MQ	2853	GSO	DFW	730	950	999
OO	6307	MSP	SFO	730	950	1589
WN	675	RDU	LAS	730	950	2026
NK	311	ACY	MCO	730	1001	852
AA	137	DCA	DFW	730	1005	1192
US	623	MSP	PHX	730	1010	1276
US	506	STL	PHX	730	1011	1262
US	692	CLT	PHX	730	1012	1773
B6	1702	FLL	JFK	730	1014	1069
F9	1070	ORD	ATL	730	1020	606
MQ	3439	DFW	TYS	730	1023	772
DL	2560	BWI	SLC	730	1026	1865
NK	511	FLL	DTW	730	1028	1127
B6	470	FLL	BOS	730	1029	1237
AA	1382	LGA	PBI	730	1030	1035
DL	343	MSP	PIT	730	1036	726
AA	1111	LGA	DFW	730	1040	1389
B6	1251	HPN	RSW	730	1049	1102
B6	569	BOS	FLL	730	1107	1237
DL	2541	DFW	DTW	730	1108	986
DL	1291	MSP	ATL	730	1108	907
B6	1289	EWR	SJU	730	1223	1608
DL	1946	DEN	LGA	730	1319	1620
US	2068	PHX	CLT	730	1321	1773
DL	1215	LAS	DTW	730	1425	1749
DL	369	LAX	ATL	730	1442	1947
VX	404	LAX	JFK	730	1550	2475
DL	2359	CVG	RSW	731	1004	879
OO	4975	STL	SFO	731	1006	1735
B6	461	LGA	PBI	731	1030	1035
NK	163	DFW	ATL	731	1032	731
UA	1690	BOS	DEN	732	1020	1754
NK	478	FLL	ORD	734	951	1182
UA	1128	FLL	DEN	734	1007	1703
UA	1524	ORD	IAH	734	1027	925
UA	245	CMH	ORD	735	759	296
WN	203	MCO	BNA	735	835	616
US	1737	TPA	MIA	735	837	204
WN	931	ATL	MDW	735	840	591
EV	2567	SHV	DFW	735	840	190
MQ	2947	DFW	LIT	735	843	304
AA	183	LAS	LAX	735	850	236
AS	65	SEA	KTN	735	851	680
WN	521	SJC	LAS	735	855	386
OO	2607	LAX	SMF	735	900	373
WN	3661	EWR	MDW	735	910	711
WN	2279	SLC	PHX	735	920	507
AS	73	JNU	ANC	735	925	571
WN	1974	HOU	PHX	735	930	1020
WN	4966	MCI	MSY	735	930	689
DL	1073	MSP	PDX	735	932	1426
AA	83	MCO	DFW	735	935	985
AA	1447	RSW	DFW	735	935	1017
B6	350	TPA	DCA	735	939	814
AA	1423	PBI	DFW	735	950	1102
WN	697	ELP	AUS	735	1005	528
UA	328	MIA	DEN	735	1006	1709
UA	1003	CLE	MCO	735	1007	895
US	1923	MEM	CLT	735	1019	511
WN	1646	SEA	SAN	735	1020	1050
DL	1164	LAX	SLC	735	1027	590
US	2055	PHL	MIA	735	1032	1013
WN	865	ISP	MCO	735	1040	971
DL	1804	DTW	FLL	735	1050	1127
EV	4250	IAH	IND	735	1052	844
B6	51	BOS	MCO	735	1100	1121
WN	439	MCI	BWI	735	1105	967
AS	676	SEA	DEN	735	1106	1024
AA	2250	SLC	DFW	735	1120	989
AA	1320	DFW	BDL	735	1150	1471
US	761	LAX	CLT	735	1501	2125
UA	1741	LAX	IAD	735	1516	2288
HA	115	OGG	HNL	736	811	100
EV	4183	CLE	IAH	737	1003	1091
UA	1293	FLL	EWR	737	1032	1065
B6	221	BOS	PBI	737	1104	1197
UA	1001	ORD	EWR	738	1043	719
F9	787	DEN	PDX	739	925	991
MQ	2902	DFW	GRK	740	828	134
MQ	2831	DFW	TUL	740	843	237
AA	1616	AUS	DFW	740	850	190
WN	398	TUL	DAL	740	850	237
AA	1539	RDU	ORD	740	855	646
B6	1307	JFK	IAD	740	858	228
OO	2616	MRY	LAX	740	900	266
WN	742	TPA	ATL	740	910	406
WN	1144	MCO	STL	740	920	882
MQ	3016	DFW	PNS	740	923	604
WN	1370	IND	BWI	740	925	516
B6	885	JFK	RDU	740	925	427
B6	954	SJU	FLL	740	926	1046
